YEAR, MONTH, DAY, SLAT, SLON, MAG, MAGTYPE
1997, 06, 02, 57.862, 25.642, 6.1, mw
1997, 07, 14, +43.163, +146.430, 6.1, mw
1997, 11, 03, 6.724, +129.034, 6.1, mw
1997, 11, 15, +43.793, +145.035, 6.1, mw
1998, 08, 30, +51.036, 130.390, 6.1, mw
1998, 09, 07, 36.242, 97.744, 6.1, mw
1999, 02, 23, +0.145, +119.483, 6.1, Mw
1999, 05, 08, +14.250, 92.087, 6.1, Mw
1999, 05, 18, 5.741, +148.399, 6.1, Mw
1999, 09, 28, +54.585, +168.146, 6.1, Mw
1999, 11, 11, +49.336, +155.622, 6.1, Mw
1999, 12, 08, 9.899, +160.036, 6.1, Mw
2000, 01, 06, +58.134, 136.934, 6.1, Mw
2000, 04, 23, 28.332, 62.926, 6.1, Mw
2000, 07, 15, +34.343, +139.240, 6.1, Mw
2000, 07, 16, 12.431, +166.538, 6.1, Mw
2000, 08, 28, 3.926, +127.454, 6.1, Mw
2000, 09, 10, 1.107, +129.381, 6.1, Mw
2001, 02, 25, +36.482, +70.865, 6.1, MW
2001, 03, 06, 54.531, +157.277, 6.1, MW
2001, 06, 08, +11.789, +44.893, 6.1, mb
2001, 08, 23, 3.405, +146.338, 6.1, MW
2001, 08, 27, +1.020, +126.372, 6.1, MW
2001, 12, 09, 0.037, +122.875, 6.1, MW
2002, 02, 19, 3.781, +150.980, 6.1, MW
2002, 04, 08, 51.038, +139.278, 6.1, MW
2002, 08, 20, +31.024, +142.026, 6.1, MW
2002, 08, 24, +43.054, +146.132, 6.1, MW
2002, 09, 16, 3.304, +142.659, 6.1, MW
2002, 09, 24, 10.521, +161.216, 6.1, MW
2002, 10, 31, 3.447, +148.655, 6.1, MW
2002, 11, 26, +51.494, 173.524, 6.1, MW
2002, 12, 18, 57.180, 25.276, 6.1, MW
2003, 05, 05, +3.645, +128.010, 6.1, MW
2003, 05, 11, 0.995, +126.899, 6.1, MW
2003, 12, 27, 22.075, +169.403, 6.1, MW
2004, 01, 03, 22.488, +169.861, 6.1, mb
2004, 03, 17, 21.126, 65.632, 6.1, MW
2004, 05, 11, +0.418, +97.833, 6.1, MW
2004, 09, 08, +33.197, +137.188, 6.1, MW
2004, 09, 11, 58.021, 25.521, 6.1, MW
2004, 11, 16, 5.629, +151.423, 6.1, MW
2005, 01, 01, +7.333, +94.307, 6.1, MW
2005, 01, 17, +10.911, +140.776, 6.1, MW
2005, 04, 08, 0.205, +97.778, 6.1, MW
2005, 12, 20, +12.211, +141.069, 6.1, MW
2006, 03, 05, 20.206, 175.595, 6.1, MW
2006, 03, 31, +33.582, +48.795, 6.1, MW
2006, 04, 26, 57.609, +147.955, 6.1, MW
2006, 05, 07, 36.734, +78.571, 6.1, MW
2006, 06, 09, 17.594, 178.726, 6.1, MW
2006, 09, 29, +10.866, 61.745, 6.1, MW
2006, 10, 22, 45.821, +96.066, 6.1, MW
2007, 04, 01, 9.493, +156.924, 6.1, mb
2007, 04, 07, +2.921, +95.691, 6.1, MW
2008, 01, 30, 7.263, +127.816, 6.1, MW
2008, 02, 16, 21.319, 68.363, 6.1, MW
2008, 05, 07, +36.205, +141.738, 6.1, MW
2008, 05, 25, +32.603, +105.377, 6.1, MW
2008, 10, 30, 9.193, 108.227, 6.1, MW
2008, 12, 18, 32.384, 71.671, 6.1, MW
2009, 05, 12, 5.694, +149.574, 6.1, MW
2009, 06, 14, +5.340, +126.500, 6.1, MW
2009, 06, 16, 54.404, +5.869, 6.1, MW
2009, 08, 10, +34.764, +138.464, 6.1, mb
2009, 08, 17, +23.445, +123.615, 6.1, MW
2009, 10, 22, +36.519, +71.012, 6.1, MW
2011, 04, 24, 4.481, +122.864, 6.1, MW
2011, 06, 24, 10.926, +165.975, 6.1, MW
2011, 12, 07, 27.932, 71.134, 6.1, MW
2016, 07, 25, 26.105, 70.507, 6.1, mww
2016, 07, 20, 18.928, +169.055, 6.1, mww
2016, 06, 21, +22.658, 45.140, 6.1, mww
2019, 02, 02, 2.846, +100.076, 6.1, Mww
2019, 03, 24, +1.662, +126.380, 6.1, Mww
2018, 11, 14, +55.632, +162.001, 6.1, Mww
2018, 11, 16, 10.549, +163.158, 6.1, mww
2019, 05, 31, +6.264, +126.552, 6.1, Mww
2019, 05, 23, +51.308, 178.239, 6.1, Mww
2019, 03, 23, +4.563, 76.223, 6.1, Mww
2019, 03, 10, 10.139, +152.055, 6.1, Mww
2019, 06, 24, 2.776, +138.567, 6.1, Mww
2018, 11, 10, 20.454, 174.008, 6.1, Mww
2019, 09, 27, 30.175, 177.861, 6.1, Mww
2019, 06, 15, 21.181, 174.169, 6.1, Mww
2020, 07, 18, 15.246, 172.698, 6.1, Mww
2019, 04, 18, +23.989, +121.693, 6.1, Mww
2018, 12, 16, 3.923, +140.232, 6.1, Mww
2014, 10, 07, +23.343, +100.501, 6.1, MW
2019, 05, 09, +31.772, +131.850, 6.1, Mww
2014, 10, 08, +23.789, 108.506, 6.1, MW
2020, 03, 22, 4.674, 104.952, 6.1, mww
2019, 04, 22, +14.924, +120.497, 6.1, Mww
2020, 03, 18, 13.136, +167.028, 6.1, mww
2012, 01, 23, 36.455, 73.182, 6.1, MW
2020, 07, 22, +54.932, 159.042, 6.1, mb
2019, 11, 02, 55.666, 26.234, 6.1, Mww
2019, 12, 25, 25.223, 115.844, 6.1, Mww
2012, 02, 03, 17.421, +167.321, 6.1, MW
2012, 02, 05, 18.986, +168.973, 6.1, MW
2019, 12, 20, +36.545, +70.448, 6.1, Mww
2011, 04, 01, +35.732, +26.547, 6.1, MW
2019, 11, 11, 18.886, 175.360, 6.1, Mww
2020, 01, 19, 0.104, +123.802, 6.1, Mww
2012, 03, 05, 28.258, 63.292, 6.1, MW
2020, 01, 26, +51.134, 179.889, 6.1, mww
2012, 03, 14, +40.802, +144.856, 6.1, MW
2019, 11, 04, 31.836, 71.375, 6.1, Mww
2020, 04, 12, 36.964, +77.446, 6.1, mww
2020, 01, 28, +18.944, 80.742, 6.1, mww
2012, 04, 02, +16.373, 98.462, 6.1, MW
2012, 04, 06, 4.479, +153.575, 6.1, MW
2012, 04, 12, +28.858, 113.059, 6.1, MW
2020, 01, 20, 59.229, 26.289, 6.1, Mww
2012, 05, 20, +44.873, +11.223, 6.1, MW
2020, 02, 09, 5.492, +152.152, 6.1, mww
2012, 06, 05, +34.977, +141.283, 6.1, MW
2012, 06, 10, +36.385, +28.968, 6.1, MW
2020, 03, 26, +5.578, +125.043, 6.1, mww
2012, 06, 23, +3.002, +97.912, 6.1, MW
2012, 09, 08, 3.218, +135.098, 6.1, MW
2020, 05, 07, 4.454, +154.713, 6.1, Mww
2012, 11, 02, +9.235, +126.281, 6.1, MW
2019, 07, 13, +29.353, +128.153, 6.1, Mww
2012, 11, 15, +18.200, 100.525, 6.1, MW
2012, 12, 02, 17.096, +167.675, 6.1, MW
2012, 12, 17, 0.694, +123.884, 6.1, MW
2013, 01, 15, 62.509, 161.276, 6.1, MW
2013, 01, 21, +4.963, +95.921, 6.1, MW
2013, 01, 30, 10.660, +166.476, 6.1, MW
2013, 01, 31, 10.638, +166.542, 6.1, MW
2013, 02, 06, 10.861, +164.614, 6.1, MW
2013, 02, 06, 11.231, +165.872, 6.1, MW
2013, 02, 22, 27.905, 63.135, 6.1, MW
2020, 05, 27, 17.157, +167.864, 6.1, mww
2013, 04, 19, +49.930, +157.717, 6.1, MW
2013, 04, 20, +50.008, +157.368, 6.1, MW
2013, 04, 21, +29.964, +138.974, 6.1, MW
2013, 04, 22, +18.041, 102.198, 6.1, MW
2013, 06, 16, +34.424, +25.186, 6.1, MW
2013, 07, 02, +4.691, +96.582, 6.1, MW
2013, 07, 06, 3.294, +100.531, 6.1, MW
2013, 07, 26, 15.320, +167.621, 6.1, MW
2020, 05, 22, +22.415, 108.127, 6.1, Mww
2013, 08, 12, 7.117, +129.791, 6.1, MW
2013, 09, 03, +51.098, 130.423, 6.1, MW
2013, 09, 15, +51.486, 174.689, 6.1, MW
2013, 09, 21, 7.268, +119.951, 6.1, MW
2019, 09, 19, 6.071, +111.842, 6.1, Mww
2013, 11, 19, +2.715, +128.447, 6.1, MW
2013, 12, 08, +44.469, +149.133, 6.1, MW
2019, 09, 26, 40.815, 72.002, 6.1, Mww
2015, 02, 18, 10.795, +164.138, 6.1, MW
2015, 03, 15, 0.617, +122.403, 6.1, MW
2015, 05, 05, +32.261, 6.160, 6.1, ml
2020, 05, 31, 15.316, 70.764, 6.1, mww
2015, 06, 08, +41.507, +142.056, 6.1, MW
2015, 06, 10, 22.410, 68.452, 6.1, MW
2014, 01, 26, +38.191, +20.507, 6.1, MW
2020, 06, 03, 24.691, 176.731, 6.1, mww
2014, 02, 26, +53.567, 171.927, 6.1, MW
2014, 03, 11, 3.190, +148.600, 6.1, MW
2014, 03, 15, 14.101, 76.352, 6.1, MW
2014, 05, 21, +18.241, +88.065, 6.1, MW
2014, 04, 10, +12.434, 86.330, 6.1, MW
2014, 04, 11, 20.695, 70.662, 6.1, MW
2014, 04, 12, 7.128, +155.263, 6.1, MW
2014, 04, 18, 11.180, +164.841, 6.1, MW
2020, 07, 17, +11.984, +94.888, 6.1, mww
2014, 04, 26, 20.734, 174.648, 6.1, MW
2014, 05, 10, +17.058, 100.932, 6.1, MW
2007, 02, 12, +5.414, +126.486, 6.1, MW
2007, 02, 28, 55.288, 29.215, 6.1, MW
2007, 05, 05, +34.269, +82.034, 6.1, Mw
2007, 05, 29, 4.598, +151.859, 6.1, MW
2007, 06, 02, +23.065, +101.024, 6.1, Mw
2007, 07, 06, +16.617, 93.541, 6.1, MW
2007, 07, 12, 7.928, 74.325, 6.1, MW
2007, 07, 15, 15.421, +168.616, 6.1, MW
2007, 07, 15, +52.533, 168.076, 6.1, MW
2007, 07, 17, 26.246, 177.687, 6.1, MW
2007, 07, 18, 26.282, 177.696, 6.1, Mw
2007, 07, 27, 21.497, +170.978, 6.1, Mw
2007, 08, 04, 4.750, 105.406, 6.1, MW
2007, 08, 13, 60.510, +153.915, 6.1, Mw
2007, 08, 26, 17.475, 174.326, 6.1, MW
2007, 09, 01, +24.988, 109.664, 6.1, Mw
2007, 09, 26, 1.816, +99.403, 6.1, Mw
2007, 09, 27, 21.142, +169.384, 6.1, Mw
2007, 10, 06, +18.761, +147.167, 6.1, MW
2007, 10, 15, 44.760, +167.537, 6.1, MW
2007, 10, 25, +46.063, +154.182, 6.1, MW
2004, 09, 28, +35.794, 120.294, 6.0, MW
2017, 05, 20, +9.385, +123.958, 6.0, Mww
2017, 06, 15, 30.514, 178.054, 6.0, Mww
2004, 09, 09, +17.760, 81.527, 6.0, MW
2004, 04, 16, 5.218, +102.688, 6.0, MW
2004, 04, 16, 24.845, 175.710, 6.0, MW
2004, 03, 12, 15.578, 175.073, 6.0, MW
2014, 03, 10, 5.538, +147.942, 6.0, MW
2004, 03, 08, +10.917, 43.932, 6.0, MW
2001, 06, 26, 3.999, 104.404, 6.0, MW
2003, 11, 14, 16.637, +172.308, 6.0, MW
2014, 12, 07, +13.974, 90.975, 6.0, MW
2001, 08, 25, +7.601, 82.794, 6.0, MW
2017, 12, 12, +30.720, +57.270, 6.0, Mww
2001, 09, 02, +0.908, +82.471, 6.0, MW
2003, 11, 11, 30.614, 179.136, 6.0, MW
2003, 10, 28, 5.372, +151.501, 6.0, MW
2003, 09, 12, 5.266, +151.500, 6.0, MW
2001, 11, 13, +22.383, 106.954, 6.0, MW
2003, 09, 11, 8.283, +156.179, 6.0, MW
2003, 08, 11, +1.162, +128.281, 6.0, MW
2001, 11, 23, +36.403, +71.478, 6.0, MW
2014, 12, 06, 6.110, +130.483, 6.0, MW
2003, 07, 27, 20.137, 65.125, 6.0, MW
2003, 07, 01, +4.587, +122.644, 6.0, MW
2003, 06, 26, +12.332, +123.899, 6.0, MW
2003, 06, 10, +23.479, +121.710, 6.0, MW
2003, 03, 02, 36.835, 20.815, 6.0, MW
2003, 01, 27, +39.479, +39.848, 6.0, MW
2002, 11, 09, +13.761, 91.282, 6.0, MW
2002, 10, 03, 7.513, +115.677, 6.0, MW
2017, 11, 27, 4.578, +153.234, 6.0, Mww
2002, 06, 27, 13.337, +167.047, 6.0, MW
2014, 12, 06, +7.982, 82.734, 6.0, MW
2002, 06, 17, 4.502, 105.286, 6.0, MW
2002, 06, 10, +10.981, +140.772, 6.0, MW
2002, 05, 28, 28.942, 66.768, 6.0, MW
2002, 03, 17, 45.279, +35.377, 6.0, MW
2002, 03, 11, +34.800, +144.100, 6.0, mb
2002, 03, 09, 56.123, 27.492, 6.0, MW
2001, 12, 28, 8.359, 74.175, 6.0, MW
2001, 12, 22, 10.914, +165.856, 6.0, MW
2001, 11, 13, +53.618, +170.360, 6.0, MW
2014, 12, 20, +37.402, +141.553, 6.0, MW
2017, 04, 18, 18.085, 178.372, 6.0, Mww
2002, 09, 01, +14.232, +51.885, 6.0, MW
2001, 11, 09, +9.812, 82.209, 6.0, MW
2007, 09, 13, 3.210, +101.365, 6.0, MW
2002, 09, 20, 1.744, +134.211, 6.0, MW
2014, 12, 20, +11.645, +126.291, 6.0, mb
2001, 06, 16, 15.183, 173.405, 6.0, MW
2001, 04, 19, 7.432, +155.892, 6.0, MW
2001, 02, 18, 47.432, +32.603, 6.0, MW
2002, 10, 19, 3.655, +140.316, 6.0, MW
2001, 02, 01, +51.429, 177.793, 6.0, MW
2001, 01, 19, +15.564, 92.633, 6.0, MW
2017, 06, 29, 31.106, +179.927, 6.0, Mww
2017, 03, 19, 8.136, +160.754, 6.0, Mww
2001, 01, 11, +49.165, 128.898, 6.0, MW
2000, 12, 23, 7.914, +135.758, 6.0, Mw
2017, 04, 23, 33.036, 72.006, 6.0, Mww
2000, 09, 02, 19.953, 179.084, 6.0, Mw
2000, 06, 25, +31.101, +131.237, 6.0, Mw
2003, 03, 09, 6.810, +130.944, 6.0, MW
2000, 06, 14, 17.661, +176.241, 6.0, Mw
2003, 03, 19, 9.418, +156.626, 6.0, MW
2000, 02, 13, +42.863, +131.680, 6.0, Mw
2000, 01, 01, 60.680, +153.659, 6.0, Mw
1999, 12, 16, 50.399, +139.418, 6.0, Mw
1999, 03, 05, 34.644, 69.590, 6.0, Mw
1999, 02, 06, +19.246, +121.253, 6.0, Mw
2017, 03, 14, +6.129, +92.317, 6.0, Mww
2014, 03, 27, 12.138, +166.623, 6.0, MW
2003, 05, 14, 8.001, +107.210, 6.0, MW
1999, 01, 16, +56.237, 147.418, 6.0, Mw
1999, 01, 12, 5.433, +151.699, 6.0, Mw
1999, 01, 05, +4.239, +44.062, 6.0, ML
2003, 07, 12, +54.775, 134.345, 6.0, MW
1998, 12, 16, +1.115, +126.126, 6.0, mw
1998, 12, 14, 15.078, +167.315, 6.0, mw
1998, 11, 18, 3.303, +130.849, 6.0, mw
2003, 09, 06, 4.550, 106.006, 6.0, MW
1998, 11, 14, 14.970, +167.339, 6.0, mw
2003, 09, 26, +41.975, +144.531, 6.0, MW
1998, 10, 09, +11.296, 86.519, 6.0, mw
2003, 10, 09, +13.726, +119.983, 6.0, MW
1998, 08, 10, +7.406, +94.239, 6.0, mw
1998, 04, 20, +18.563, 101.181, 6.0, mw
2003, 11, 11, 30.598, 178.916, 6.0, MW
1997, 09, 26, 5.367, +128.984, 6.0, mw
2003, 12, 01, +42.881, +80.523, 6.0, MW
1997, 09, 03, 55.267, 128.968, 6.0, mw
1997, 08, 17, 13.563, +167.416, 6.0, mw
1997, 07, 31, 6.657, +130.923, 6.0, mw
1997, 07, 21, 30.314, 71.912, 6.0, mw
2017, 06, 28, 30.310, 177.662, 6.0, Mww
1997, 01, 03, 19.126, 174.815, 6.0, mw
2004, 01, 01, +17.594, 101.358, 6.0, MW
2016, 12, 14, +21.290, +144.404, 6.0, Mww
1996, 12, 09, 7.893, +107.567, 6.0, mw
1996, 11, 14, 11.447, +166.443, 6.0, mw
1996, 10, 17, +5.694, +125.904, 6.0, mw
1996, 10, 12, 7.254, +155.498, 6.0, mw
1996, 08, 27, 36.790, +78.571, 6.0, mw
1996, 06, 03, 9.419, +157.254, 6.0, mw
1996, 06, 03, 9.358, +157.225, 6.0, mw
2014, 04, 02, +7.851, 82.333, 6.0, MW
1996, 03, 28, 1.051, 78.709, 6.0, mw
1995, 12, 25, 28.320, 176.819, 6.0, mw
1995, 12, 03, +44.594, +150.194, 6.0, mb
1995, 10, 29, +0.825, +126.034, 6.0, mw
2017, 01, 08, +74.392, 92.404, 6.0, Mww
1995, 10, 18, +28.322, +130.290, 6.0, mw
1995, 10, 12, 35.373, 106.254, 6.0, mw
1995, 07, 08, +53.552, 163.719, 6.0, mw
1995, 01, 07, +40.258, +142.403, 6.0, mw
2018, 08, 12, +69.520, 144.360, 6.0, Mww
2020, 07, 21, 20.805, 178.632, 6.0, mww
2004, 10, 04, +14.592, +147.020, 6.0, MW
1994, 10, 20, 39.202, 70.849, 6.0, mw
1994, 10, 07, +42.759, +146.149, 6.0, mb
1994, 06, 19, 43.201, +171.583, 6.0, mw
1993, 10, 02, +38.175, +88.659, 6.0, mw
1993, 09, 04, +36.408, +70.816, 6.0, mw
2016, 12, 03, +52.244, +174.201, 6.0, mb
1993, 07, 08, 20.864, +172.429, 6.0, mw
1993, 06, 04, +3.742, +128.485, 6.0, mw
1993, 04, 02, 17.363, 171.919, 6.0, mw
1992, 06, 16, +45.667, +142.293, 6.0, mw
1992, 04, 01, +12.966, 91.285, 6.0, md
1991, 12, 13, +45.493, +151.510, 6.0, mb
1991, 10, 26, +18.509, +145.650, 6.0, mw
1991, 08, 14, +54.354, 169.357, 6.0, mw
2004, 12, 26, +7.372, +93.998, 6.0, mb
2004, 12, 26, +3.649, +94.111, 6.0, MW
2014, 04, 04, 10.487, +161.561, 6.0, MW
2005, 01, 03, 50.603, +161.922, 6.0, MW
2007, 09, 13, 57.767, 147.155, 6.0, MW
1990, 08, 10, 19.777, 177.412, 6.0, mb
1990, 04, 17, +39.378, +75.031, 6.0, mw
2005, 02, 05, +2.233, +94.985, 6.0, MW
1990, 01, 14, +37.800, +91.967, 6.0, mw
1989, 12, 25, +60.074, 73.483, 6.0, mw
1989, 10, 23, 25.665, +179.791, 6.0, mw
1989, 10, 19, +49.903, +78.969, 6.0, mb
2005, 02, 23, 6.320, +150.640, 6.0, MW
1989, 08, 20, +11.767, +41.960, 6.0, mw
1988, 11, 17, +12.374, +124.562, 6.0, mb
1988, 08, 17, 7.692, +107.157, 6.0, mw
1988, 07, 11, +5.334, +126.632, 6.0, mw
2005, 04, 03, +0.389, +98.339, 6.0, MW
1998, 05, 27, 5.949, +149.724, 6.0, MW
2005, 04, 11, +2.185, +96.731, 6.0, MW
1988, 06, 27, 20.240, +169.301, 6.0, mw
1987, 12, 15, +23.414, +142.961, 6.0, mw
1987, 11, 15, +49.839, +78.765, 6.0, mb
2005, 06, 08, +2.183, +96.744, 6.0, MW
2005, 06, 12, 56.323, 27.192, 6.0, MW
1987, 09, 23, 50.683, +139.219, 6.0, mw
1987, 08, 14, 12.575, +166.469, 6.0, mw
2005, 08, 07, 14.413, 177.229, 6.0, MW
1987, 03, 18, +2.106, +126.557, 6.0, mw
1986, 12, 30, 20.360, 174.077, 6.0, mw
1986, 11, 30, +38.937, +142.012, 6.0, mw
1986, 02, 02, 13.611, +166.673, 6.0, mw
1985, 09, 24, 6.404, +130.053, 6.0, mw
1985, 05, 14, 10.717, +41.263, 6.0, mw
1984, 11, 23, 7.975, +102.274, 6.0, mb
2005, 11, 27, +26.748, +55.827, 6.0, MW
1984, 10, 26, +39.155, +71.353, 6.0, mb
1984, 09, 13, +35.782, +137.487, 6.0, mb
1984, 07, 05, 6.096, +154.440, 6.0, mb
1984, 06, 24, +18.023, 69.296, 6.0, mb
2016, 12, 18, 10.227, +161.195, 6.0, Mwp
1984, 04, 23, +47.444, +146.727, 6.0, mb
1984, 02, 08, 9.824, +160.286, 6.0, mb
2018, 02, 11, +13.820, +146.438, 6.0, Mww
2015, 03, 31, 4.926, +152.513, 6.0, MW
2007, 09, 19, 2.775, +100.830, 6.0, Mw
1983, 07, 22, +36.211, 120.365, 6.0, mb
1983, 05, 10, 4.760, +152.512, 6.0, mb
2018, 02, 26, 6.427, +143.271, 6.0, Mww
1983, 02, 25, 5.420, +146.835, 6.0, mw
1982, 12, 28, +19.932, +121.340, 6.0, mb
1982, 08, 17, +33.710, +22.943, 6.0, mb
2006, 06, 02, 20.945, 178.625, 6.0, MW
1982, 05, 31, +55.067, +165.401, 6.0, mb
2006, 06, 05, +1.108, 28.038, 6.0, MW
2016, 12, 24, 5.245, +153.575, 6.0, Mww
1982, 04, 16, 15.864, 172.975, 6.0, mb
1982, 03, 28, 31.547, 178.596, 6.0, mb
1982, 03, 25, 52.889, 46.978, 6.0, mb
1981, 10, 18, +49.876, +78.885, 6.0, mb
1981, 10, 09, 9.977, +162.060, 6.0, mb
1981, 09, 13, +49.890, +78.976, 6.0, mb
2006, 08, 20, +49.863, +156.361, 6.0, MW
1981, 08, 23, +48.712, +157.370, 6.0, mb
1981, 05, 06, 1.955, 80.990, 6.0, mb
1981, 04, 28, 23.699, +179.988, 6.0, mb
2015, 03, 30, 15.471, 172.978, 6.0, MW
2006, 09, 30, 15.607, 73.168, 6.0, MW
2006, 09, 30, +46.281, +153.114, 6.0, MW
1981, 01, 18, 61.112, 55.544, 6.0, mb
2020, 08, 12, 7.333, +39.813, 6.0, mww
2006, 11, 11, 6.039, +148.570, 6.0, MW
1980, 01, 01, +38.751, 27.750, 6.0, mb
2011, 10, 14, +54.074, +123.814, 6.0, MW
2011, 09, 14, +52.968, +172.948, 6.0, MW
2011, 09, 01, 12.455, +166.682, 6.0, MW
2011, 08, 01, +34.671, +138.522, 6.0, MW
2009, 10, 15, +3.288, 103.878, 6.0, MW
2007, 01, 11, 3.615, +127.345, 6.0, MW
2009, 10, 15, 3.109, +139.520, 6.0, MW
2007, 01, 25, +22.600, +121.954, 6.0, MW
2009, 10, 13, +2.986, +128.250, 6.0, MW
2009, 10, 11, 22.076, +170.238, 6.0, MW
2009, 10, 08, 12.921, +166.305, 6.0, MW
2009, 10, 02, 17.095, +174.619, 6.0, MW
2009, 09, 10, +48.265, +154.352, 6.0, MW
2009, 09, 07, +42.583, +43.452, 6.0, MW
2009, 03, 30, +56.402, 152.769, 6.0, MW
2020, 12, 01, 61.950, +154.734, 6.0, Mww
2015, 01, 30, 21.396, +170.182, 6.0, MW
2007, 04, 09, 20.202, 178.084, 6.0, MW
2007, 04, 13, +17.242, 100.203, 6.0, MW
2009, 02, 12, +3.976, +126.479, 6.0, MW
2007, 04, 21, 13.895, +166.740, 6.0, MW
2008, 10, 05, +33.865, +69.487, 6.0, MW
2007, 11, 19, 22.023, +173.568, 6.0, MW
2008, 08, 19, 15.144, 173.482, 6.0, MW
2008, 08, 15, +13.099, +124.351, 6.0, MW
2008, 07, 08, +27.560, +128.374, 6.0, MW
2008, 03, 14, +27.047, +142.547, 6.0, MW
2008, 02, 21, +41.100, 114.876, 6.0, MW
2008, 02, 01, 21.589, 179.378, 6.0, MW
2008, 01, 04, 2.793, +100.916, 6.0, MW
2007, 12, 15, 7.619, +127.515, 6.0, MW
2020, 12, 14, 21.806, 68.708, 6.0, Mww
2007, 12, 13, 23.189, 70.418, 6.0, MW
2011, 03, 11, +36.368, +141.963, 6.0, mb
2007, 04, 04, 7.187, +156.081, 6.0, MW
2007, 04, 03, 7.826, +155.826, 6.0, MW
2007, 03, 17, +4.607, 78.475, 6.0, MW
2008, 03, 15, +2.712, +94.573, 6.0, MW
2008, 03, 20, +6.214, +126.981, 6.0, MW
2007, 01, 13, +46.944, +156.252, 6.0, MW
2006, 11, 30, 21.492, 174.594, 6.0, MW
2008, 04, 11, 20.350, +168.909, 6.0, MW
2006, 11, 16, +46.367, +154.467, 6.0, MW
2006, 11, 15, +47.005, +154.922, 6.0, MW
2008, 04, 28, 20.172, +168.928, 6.0, MW
2011, 03, 11, +39.216, +142.588, 6.0, mb
2006, 11, 15, +47.625, +152.661, 6.0, mb
2006, 10, 15, +20.116, 156.161, 6.0, MW
1997, 04, 12, 28.095, 178.315, 6.0, mw
2006, 10, 10, 56.081, 122.414, 6.0, MW
2008, 06, 03, 8.127, +120.234, 6.0, MW
2006, 09, 21, 9.132, +110.350, 6.0, MW
2006, 08, 11, +18.539, 101.070, 6.0, MW
2006, 06, 14, +52.034, +177.093, 6.0, MW
2006, 05, 21, +1.516, 85.343, 6.0, MW
2006, 04, 15, 29.684, 72.018, 6.0, MW
2006, 04, 12, +56.336, +164.003, 6.0, MW
2008, 08, 11, 0.979, 21.797, 6.0, MW
2008, 08, 21, +25.208, +97.724, 6.0, MW
2005, 08, 30, +38.434, +143.201, 6.0, MW
2008, 08, 30, +26.309, +101.894, 6.0, MW
2008, 09, 01, 25.463, 177.675, 6.0, MW
2005, 08, 06, 19.717, 175.814, 6.0, MW
2005, 07, 30, 61.305, +153.840, 6.0, MW
2005, 07, 23, 30.357, 178.097, 6.0, MW
2005, 07, 23, +35.529, +140.039, 6.0, MW
2005, 07, 10, 36.345, 97.251, 6.0, MW
2011, 03, 11, +39.138, +143.024, 6.0, mb
2005, 03, 31, 18.626, +175.927, 6.0, MW
2008, 11, 21, 8.936, +159.540, 6.0, MW
2005, 01, 15, 6.400, +105.284, 6.0, MW
2008, 12, 10, 12.370, +166.537, 6.0, MW
2015, 01, 07, 35.718, 103.687, 6.0, MW
2004, 09, 15, +14.255, +120.371, 6.0, MW
2004, 08, 10, +36.418, +70.763, 6.0, MW
2004, 08, 01, 63.688, 166.651, 6.0, MW
2004, 07, 22, +26.503, +128.849, 6.0, MW
2004, 02, 22, 1.580, +100.413, 6.0, MW
2004, 01, 03, 22.397, +169.707, 6.0, MW
2003, 09, 21, 1.022, 14.111, 6.0, MW
2020, 06, 21, +66.381, 18.707, 6.0, mww
2003, 08, 11, +12.125, +93.497, 6.0, MW
2003, 03, 15, +52.229, +160.347, 6.0, MW
2011, 03, 11, +37.446, +141.311, 6.0, mb
2011, 03, 11, +38.015, +142.736, 6.0, mb
2002, 10, 18, 56.864, 142.666, 6.0, MW
2002, 10, 13, 14.629, 175.385, 6.0, MW
2020, 06, 23, +0.037, +123.787, 6.0, mww
2002, 10, 10, 1.457, +134.024, 6.0, mb
2017, 11, 01, 21.793, +168.918, 6.0, Mww
2002, 09, 17, 3.285, +142.748, 6.0, MW
2002, 07, 19, 56.608, 140.752, 6.0, MW
2002, 03, 19, 6.507, +129.888, 6.0, MW
2002, 01, 15, 17.410, +167.800, 6.0, MW
2011, 03, 11, +37.358, +141.280, 6.0, mb
2009, 10, 25, 23.035, 179.101, 6.0, MW
2009, 10, 27, 59.983, 65.085, 6.0, MW
2009, 11, 05, 52.361, +160.686, 6.0, MW
2001, 09, 18, 7.513, +127.710, 6.0, MW
2009, 11, 28, 10.359, +118.843, 6.0, MW
2001, 05, 28, 6.622, +132.326, 6.0, MW
2001, 01, 19, 58.154, 9.619, 6.0, MW
2009, 12, 19, 10.019, +33.831, 6.0, MW
2001, 01, 16, 4.013, +101.669, 6.0, mb
2001, 01, 02, 11.190, +162.414, 6.0, MW
2011, 04, 23, +39.170, +142.939, 6.0, MW
2011, 03, 11, +35.797, +140.968, 6.0, mb
2011, 05, 13, +10.111, 84.189, 6.0, MW
2000, 12, 04, +14.880, 93.959, 6.0, Mw
2000, 08, 14, 9.370, +153.866, 6.0, Mw
2000, 05, 26, +11.346, +139.252, 6.0, Mw
2011, 06, 21, 11.483, +165.496, 6.0, MW
2011, 03, 09, +38.299, +142.817, 6.0, MW
2000, 05, 02, +17.427, +147.515, 6.0, Mw
2011, 07, 16, 33.876, 72.101, 6.0, MW
2000, 04, 18, 20.590, 176.437, 6.0, Mw
