YEAR, MONTH, DAY, SLAT, SLON, MAG, MAGTYPE
2005, 03, 20, +33.752, +130.249, 6.6, MW
2005, 12, 11, 6.598, +152.197, 6.6, MW
1998, 01, 10, +14.402, 91.574, 6.6, mw
2011, 03, 10, 6.857, +116.730, 6.6, MW
1991, 11, 01, 30.253, 177.987, 6.6, mw
2016, 04, 29, +10.275, 103.736, 6.6, Mww
2014, 06, 29, 15.235, 175.458, 6.6, MW
1993, 10, 05, 6.128, +128.970, 6.6, mw
1996, 04, 19, 23.961, 70.025, 6.6, mw
1993, 10, 13, 5.895, +146.025, 6.6, mw
2011, 11, 22, 15.308, 65.163, 6.6, MW
2019, 08, 27, 60.215, 26.580, 6.6, mww
1992, 04, 18, 5.457, +102.940, 6.6, mw
2015, 09, 21, 31.727, 71.379, 6.6, mww
2017, 05, 29, 1.287, +120.433, 6.6, Mww
2018, 01, 28, 53.062, +9.684, 6.6, Mww
2003, 09, 21, +19.874, +95.635, 6.6, MW
1998, 03, 14, +30.161, +57.612, 6.6, mw
1992, 07, 20, +78.629, +5.495, 6.6, mw
2008, 06, 27, +10.996, +91.841, 6.6, MW
2015, 09, 24, 0.621, +131.262, 6.6, mww
2015, 09, 24, 0.620, +131.260, 6.6, mwc
2003, 05, 14, +18.360, 58.628, 6.6, MW
2008, 04, 16, +51.879, 179.102, 6.6, MW
2012, 07, 26, 17.551, +66.290, 6.6, MW
2007, 04, 01, 7.173, +155.799, 6.6, mb
2010, 12, 02, 6.100, +149.925, 6.6, MW
1993, 12, 09, +0.422, +125.914, 6.6, mw
2013, 07, 07, 6.036, +149.726, 6.6, MW
1994, 07, 25, 56.367, 27.382, 6.6, mw
2010, 07, 14, 38.063, 73.465, 6.6, MW
2011, 03, 11, +36.069, +142.139, 6.6, mb
2008, 01, 05, +51.258, 130.759, 6.6, MW
2002, 11, 07, +51.197, +179.369, 6.6, MW
2015, 11, 08, +6.843, +94.648, 6.6, mww
1994, 10, 27, 25.807, +179.354, 6.6, mw
1994, 05, 24, +23.905, +122.454, 6.6, mw
2003, 12, 05, +55.586, +165.758, 6.6, MW
2008, 02, 25, 2.380, +99.864, 6.6, MW
2004, 11, 11, 11.174, +162.175, 6.6, MW
2007, 12, 20, 38.948, +178.012, 6.6, MW
1989, 12, 03, 7.639, 74.481, 6.6, mw
1992, 11, 08, 15.734, 179.721, 6.6, mw
2015, 05, 19, 54.385, 132.266, 6.6, MW
1994, 02, 12, 10.763, 128.842, 6.6, mw
2017, 11, 01, 21.669, +168.888, 6.6, mww
2000, 08, 15, 31.561, +179.744, 6.6, Mw
2009, 04, 18, +46.053, +151.397, 6.6, MW
2007, 11, 27, 10.983, +162.211, 6.6, MW
2008, 09, 11, +1.887, +127.447, 6.6, MW
1993, 02, 07, +37.642, +137.306, 6.6, mw
2011, 07, 31, 3.515, +144.965, 6.6, MW
2016, 06, 01, 2.097, +100.665, 6.6, Mww
2015, 12, 17, +15.801, 93.629, 6.6, mww
2014, 10, 09, 32.161, 110.920, 6.6, MW
1995, 05, 23, 55.878, 3.378, 6.6, mw
1984, 09, 18, +34.006, +141.640, 6.6, mb
1993, 03, 06, 26.524, 177.335, 6.6, mw
2007, 11, 10, 51.418, +161.601, 6.6, MW
1995, 04, 21, +12.030, +125.869, 6.6, mw
2003, 10, 01, +50.160, +87.707, 6.6, MW
2020, 04, 18, +27.127, +140.131, 6.6, Mww
2012, 01, 15, 60.701, 55.858, 6.6, MW
2016, 01, 21, +18.829, 106.934, 6.6, mww
1995, 04, 20, +6.260, +126.837, 6.6, mw
2003, 11, 06, 19.279, +168.890, 6.6, MW
2013, 06, 13, 9.951, +107.302, 6.6, MW
1990, 05, 30, 6.031, 77.214, 6.6, mw
1998, 09, 28, 8.174, +112.445, 6.6, mw
1993, 07, 11, 25.232, 70.055, 6.6, mw
2004, 11, 02, +49.211, 128.831, 6.6, MW
1983, 12, 22, 5.437, +151.885, 6.6, mw
2011, 02, 14, 35.487, 73.101, 6.6, MW
2016, 10, 19, 4.863, +108.163, 6.6, mww
2014, 05, 04, 24.734, +179.041, 6.6, MW
1983, 11, 22, +0.484, 79.786, 6.6, mw
1990, 09, 02, 0.129, 80.285, 6.6, mw
1993, 05, 16, 15.288, 173.293, 6.6, mw
2009, 08, 30, 15.222, 172.491, 6.6, MW
2007, 07, 16, +37.557, +138.482, 6.6, MW
1990, 10, 10, 19.475, 66.563, 6.6, mw
1983, 11, 07, +1.321, +128.040, 6.6, mw
2002, 02, 05, 5.389, +151.319, 6.6, MW
2016, 04, 10, +36.472, +71.131, 6.6, mww
2000, 06, 11, 50.600, +139.589, 6.6, Mw
2002, 03, 03, +36.472, +70.450, 6.6, mb
2000, 08, 03, 12.135, +166.420, 6.6, Mw
2009, 10, 01, 2.523, +101.565, 6.6, MW
1995, 12, 01, +10.155, 104.020, 6.6, mw
2012, 03, 03, 22.122, +170.388, 6.6, MW
2007, 01, 30, +21.169, +144.766, 6.6, MW
2017, 07, 20, +36.925, +27.413, 6.6, Mww
2006, 12, 30, +13.272, +51.359, 6.6, MW
2003, 12, 22, +35.665, 121.055, 6.6, MW
2015, 08, 10, 9.284, +158.026, 6.6, MW
1981, 06, 11, +29.895, +57.718, 6.6, mw
2009, 11, 08, 8.284, +118.667, 6.6, MW
2004, 09, 06, +33.200, +137.294, 6.6, MW
2000, 12, 20, 9.285, +154.488, 6.6, Mw
1997, 04, 28, 42.413, +42.681, 6.6, mw
1994, 02, 15, 4.971, +104.328, 6.6, mw
1983, 08, 17, +55.789, +161.329, 6.6, mb
2006, 09, 30, +46.314, +153.145, 6.6, MW
2018, 08, 15, +51.422, 178.052, 6.6, Mww
2009, 11, 17, +51.962, 131.599, 6.6, MW
2002, 12, 12, 4.828, +153.303, 6.6, MW
1982, 06, 30, +44.559, +151.033, 6.6, mb
2000, 03, 03, 6.845, +143.818, 6.6, Mw
2014, 05, 01, 21.438, +170.310, 6.6, MW
1992, 02, 27, 6.187, +147.579, 6.6, mw
2019, 02, 01, +14.763, 92.298, 6.6, Mww
2019, 07, 31, 16.198, +167.998, 6.6, mww
1994, 08, 28, +44.775, +150.045, 6.6, mw
2013, 04, 20, +30.269, +103.020, 6.6, MW
1993, 09, 27, 53.642, 51.488, 6.6, mw
2000, 02, 06, 5.932, +150.910, 6.6, Mw
2017, 03, 29, +56.938, +162.787, 6.6, Mww
2019, 01, 15, 13.331, +166.879, 6.6, mww
2014, 04, 03, 20.364, 70.501, 6.6, MW
1993, 09, 06, 4.659, +153.203, 6.6, mw
2006, 08, 25, 24.345, 67.009, 6.6, MW
2013, 04, 16, 3.224, +142.567, 6.6, MW
1995, 08, 28, +26.271, 110.362, 6.6, mw
2003, 02, 19, +53.640, 164.734, 6.6, MW
2007, 10, 16, 25.745, +179.502, 6.6, MW
1993, 06, 18, 28.579, 176.759, 6.6, mw
2014, 04, 24, +49.648, 127.653, 6.6, MW
1981, 09, 03, +43.529, +147.045, 6.6, mb
1999, 05, 17, 5.198, +152.814, 6.6, Mw
1999, 01, 28, +52.860, 169.172, 6.6, Mw
2012, 10, 12, 4.886, +134.082, 6.6, MW
1993, 01, 19, +38.684, +133.561, 6.6, mw
2018, 12, 05, 22.050, +169.668, 6.6, Mww
2014, 12, 08, +7.940, 82.686, 6.6, MW
1981, 06, 03, 36.002, 17.078, 6.6, mw
2019, 05, 30, +13.146, 89.366, 6.6, Mww
1995, 04, 23, +12.374, +125.493, 6.6, mw
2015, 04, 30, 5.354, +151.802, 6.6, MW
1995, 06, 29, 19.489, +169.265, 6.6, mw
1981, 11, 24, 22.496, +170.565, 6.6, mw
2016, 10, 30, +42.855, +13.088, 6.6, mww
1992, 10, 17, +6.879, 76.762, 6.6, mw
1992, 09, 30, +51.257, 178.052, 6.6, mw
2017, 08, 18, 1.091, 13.663, 6.6, Mww
2013, 10, 11, +48.550, +141.500, 6.6, mb
2007, 09, 30, 49.170, +164.423, 6.6, MW
1990, 06, 14, +47.848, +85.062, 6.6, mw
1982, 01, 18, +39.959, +24.391, 6.6, mw
2006, 07, 08, +51.321, 179.274, 6.6, MW
1992, 08, 02, 7.122, +121.759, 6.6, mw
2019, 07, 14, 18.224, +120.357, 6.6, Mww
2003, 07, 27, 21.119, 176.557, 6.6, MW
1998, 05, 22, 17.860, 65.539, 6.6, mw
1990, 05, 01, +58.847, 156.827, 6.6, mw
2014, 12, 07, 6.511, +154.460, 6.6, MW
2006, 05, 22, +60.824, +165.774, 6.6, MW
2004, 05, 03, 37.806, 73.416, 6.6, MW
2014, 04, 19, 6.647, +155.103, 6.6, MW
1992, 05, 12, 16.527, 172.343, 6.6, mw
2006, 04, 30, 27.099, 71.235, 6.6, MW
2004, 01, 28, 3.107, +127.320, 6.6, MW
1992, 03, 07, +10.233, 84.308, 6.6, mw
2000, 12, 18, 21.154, 179.115, 6.6, Mw
1999, 08, 22, 16.046, +168.018, 6.6, Mw
1994, 09, 28, 5.765, +110.417, 6.6, mw
2008, 09, 10, +8.127, 38.680, 6.6, MW
2006, 11, 07, 6.450, +150.846, 6.6, MW
2020, 05, 12, 12.066, +166.648, 6.6, mww
1984, 02, 07, 9.959, +160.495, 6.6, mb
2013, 10, 19, +25.961, 110.364, 6.6, MW
2019, 01, 06, +2.241, +126.736, 6.6, mww
1991, 09, 28, 5.804, +150.967, 6.6, mw
1988, 11, 18, 6.130, +149.744, 6.6, mw
2004, 02, 21, 58.791, 15.597, 6.6, MW
2020, 05, 02, +34.205, +25.712, 6.6, mww
2006, 04, 29, +60.581, +167.535, 6.6, MW
1985, 03, 13, +43.498, 127.621, 6.6, mw
1996, 07, 16, +1.029, +120.330, 6.6, mw
2013, 10, 24, 58.259, 12.802, 6.6, MW
1998, 05, 30, +37.153, +70.118, 6.6, mw
2003, 11, 09, 0.589, 19.737, 6.6, MW
2018, 09, 05, +42.686, +141.929, 6.6, Mww
1992, 05, 21, +41.527, +88.808, 6.5, mb
2003, 09, 29, +42.397, +144.374, 6.5, MW
2017, 02, 21, 19.281, 63.905, 6.5, Mww
2017, 04, 03, 22.678, +25.156, 6.5, Mww
2001, 03, 19, 4.044, +128.013, 6.5, MW
2000, 11, 25, +40.187, +49.952, 6.5, Mw
2000, 11, 08, +7.141, 77.841, 6.5, Mw
2005, 05, 12, 57.472, 139.055, 6.5, MW
2014, 06, 14, 10.113, +91.038, 6.5, MW
2017, 07, 06, +11.111, +124.619, 6.5, mww
2000, 10, 02, 7.845, +30.817, 6.5, Mw
2000, 08, 09, +18.162, 102.577, 6.5, Mw
2000, 06, 17, +63.922, 20.467, 6.5, Mw
2006, 05, 28, 5.708, +151.201, 6.5, MW
2006, 10, 01, +46.467, +153.207, 6.5, MW
1999, 12, 21, 6.799, +105.620, 6.5, Mw
2008, 02, 14, +36.384, +21.832, 6.5, MW
2020, 09, 01, 27.915, 71.372, 6.5, mww
1998, 11, 09, 6.947, +128.994, 6.5, mw
2017, 11, 13, +9.515, 84.487, 6.5, mww
1998, 07, 29, 2.723, +138.966, 6.5, mw
2011, 09, 09, +49.389, 127.065, 6.5, MW
2011, 10, 14, 6.626, +147.931, 6.5, MW
2014, 03, 02, +27.424, +127.328, 6.5, MW
2020, 08, 30, +0.782, 29.866, 6.5, mww
1997, 08, 29, 3.523, +144.369, 6.5, mw
2014, 02, 18, +14.596, 58.972, 6.5, MW
1997, 08, 08, 15.610, 179.075, 6.5, mw
1982, 09, 06, +29.400, +140.433, 6.5, mb
1983, 04, 03, +8.796, 83.114, 6.5, mb
1984, 10, 15, 15.747, 173.652, 6.5, mb
1984, 11, 01, +8.164, 38.773, 6.5, mb
2017, 05, 10, 56.428, 25.783, 6.5, Mww
2014, 02, 07, 15.076, +167.416, 6.5, MW
1985, 06, 04, +4.924, +127.525, 6.5, mw
1985, 09, 10, 6.368, +149.751, 6.5, mw
1986, 09, 11, 5.183, +152.497, 6.5, mw
1987, 05, 11, +4.469, +127.711, 6.5, mw
2015, 01, 07, +6.109, 82.657, 6.5, MW
1988, 01, 22, 19.803, +133.951, 6.5, mw
1988, 02, 05, 24.924, 70.551, 6.5, mw
1988, 03, 21, +77.591, +125.521, 6.5, mw
1989, 06, 26, +19.418, 155.118, 6.5, mw
1990, 07, 17, +16.452, +121.089, 6.5, mw
1991, 02, 21, +58.430, 175.448, 6.5, mw
2017, 11, 30, 1.080, 23.432, 6.5, mww
2014, 06, 23, 30.138, 177.463, 6.5, MW
1991, 12, 13, +45.453, +151.653, 6.5, mw
1992, 07, 10, +44.618, +149.482, 6.5, mw
1992, 10, 31, 2.356, +141.233, 6.5, mw
1993, 08, 04, 1.660, +99.596, 6.5, mw
1995, 07, 12, 23.234, +170.827, 6.5, mw
1994, 05, 25, 4.189, +135.514, 6.5, mw
1994, 11, 05, 57.252, +157.627, 6.5, mw
2012, 08, 11, +38.402, +46.838, 6.5, MW
2017, 12, 13, 54.218, +2.168, 6.5, mww
2017, 12, 15, 7.492, +108.174, 6.5, Mww
2014, 01, 01, 13.877, +167.272, 6.5, MW
2013, 12, 01, 7.029, +128.415, 6.5, MW
2014, 07, 11, +36.970, +142.390, 6.5, MW
2013, 11, 23, 17.161, 176.519, 6.5, MW
2018, 08, 21, 16.025, +168.131, 6.5, Mww
2013, 11, 12, +54.677, +162.143, 6.5, MW
2013, 10, 31, 30.314, 71.502, 6.5, MW
2018, 08, 17, 7.426, +119.834, 6.5, Mww
2017, 11, 07, 4.243, +143.485, 6.5, mww
2007, 09, 13, 1.671, +99.588, 6.5, Mw
2007, 10, 05, 25.199, +179.446, 6.5, MW
2015, 06, 23, +27.688, +139.788, 6.5, MW
2014, 11, 21, +2.271, +127.031, 6.5, MW
2020, 05, 15, +38.169, 117.850, 6.5, Mww
2017, 08, 08, +33.193, +103.855, 6.5, Mww
2013, 09, 04, +51.481, 174.695, 6.5, MW
2010, 03, 04, 13.625, +167.233, 6.5, MW
2013, 09, 04, +29.977, +138.838, 6.5, MW
2013, 09, 01, 7.539, +128.257, 6.5, MW
2018, 09, 16, 25.421, +178.206, 6.5, Mww
2018, 09, 09, 10.021, +161.502, 6.5, mww
2018, 10, 10, +49.290, +156.297, 6.5, mww
2015, 08, 12, 9.307, +157.821, 6.5, MW
2015, 07, 16, +13.801, 58.570, 6.5, MW
2013, 08, 16, 41.769, +174.080, 6.5, MW
2015, 09, 17, 31.424, 71.688, 6.5, mww
2013, 07, 21, 41.686, +174.359, 6.5, MW
2015, 11, 04, 8.338, +124.875, 6.5, mww
2015, 11, 09, +51.639, 173.075, 6.5, mww
2015, 11, 17, +38.670, +20.600, 6.5, mww
2013, 06, 24, +10.691, 42.669, 6.5, MW
2016, 01, 11, +3.897, +126.857, 6.5, mww
2010, 03, 14, 1.649, +128.082, 6.5, MW
2010, 03, 14, +37.784, +141.655, 6.5, MW
1980, 07, 16, 4.449, +143.528, 6.5, mb
1981, 10, 28, 31.382, 110.791, 6.5, mw
1981, 11, 03, +43.556, 127.700, 6.5, mw
2013, 04, 23, 3.836, +152.203, 6.5, MW
2013, 04, 14, 6.502, +154.641, 6.5, MW
2015, 04, 17, 16.049, 178.440, 6.5, MW
1983, 02, 14, +55.034, 159.188, 6.5, mw
1983, 04, 12, 4.838, 78.093, 6.5, mb
1983, 04, 18, +27.782, +62.070, 6.5, mb
2013, 03, 10, 6.697, +148.243, 6.5, MW
1983, 10, 22, 60.748, 25.603, 6.5, mb
2013, 03, 01, +50.832, +157.625, 6.5, MW
1985, 03, 25, 34.141, 72.100, 6.5, mw
2007, 08, 20, +8.125, 39.248, 6.5, MW
1986, 06, 28, 20.021, 176.100, 6.5, mw
1986, 07, 07, +10.313, +56.814, 6.5, mw
1986, 12, 22, 56.889, 48.807, 6.5, mw
1987, 01, 09, 19.408, 176.580, 6.5, mw
1987, 08, 15, 28.093, 70.868, 6.5, mw
1987, 11, 24, +33.123, 116.020, 6.5, mw
1988, 02, 06, 17.875, 66.951, 6.5, mw
2007, 08, 16, 9.829, +159.462, 6.5, MW
1989, 01, 09, +46.950, +153.429, 6.5, mw
2007, 08, 15, +50.336, 177.575, 6.5, MW
1989, 08, 21, 4.095, +154.495, 6.5, mw
1990, 09, 23, +33.370, +138.468, 6.5, mw
1991, 01, 23, +51.958, +178.807, 6.5, mw
1991, 10, 18, 24.263, 177.536, 6.5, mw
1991, 12, 28, 56.100, 24.723, 6.5, mw
1992, 04, 03, 5.698, +151.138, 6.5, mw
2012, 11, 16, +49.236, +155.655, 6.5, MW
1992, 06, 25, 28.301, 176.767, 6.5, mw
2010, 05, 24, 8.115, 71.641, 6.5, MW
2010, 08, 04, 5.518, +146.859, 6.5, MW
1992, 10, 22, 30.188, 177.249, 6.5, mw
1993, 08, 07, +42.042, +139.862, 6.5, mw
1993, 09, 07, 31.788, 179.459, 6.5, mw
2010, 05, 31, +11.211, +93.652, 6.5, MW
1994, 12, 10, +18.115, 101.429, 6.5, mw
1995, 01, 19, +5.088, 72.940, 6.5, mw
2010, 09, 03, +51.627, 176.000, 6.5, MW
1995, 09, 23, 10.714, 78.580, 6.5, mw
2012, 09, 26, +51.541, 178.184, 6.5, MW
2010, 04, 26, +22.241, +123.816, 6.5, MW
1995, 12, 19, 3.675, +140.229, 6.5, mw
2012, 07, 28, 4.654, +153.168, 6.5, MW
1996, 07, 16, +56.045, +165.002, 6.5, mw
2012, 07, 25, 9.669, +159.856, 6.5, MW
1997, 02, 04, +37.739, +57.289, 6.5, mw
1997, 05, 22, +18.671, 101.658, 6.5, mw
1997, 08, 20, 41.791, +80.183, 6.5, mw
1997, 12, 17, +51.169, +178.826, 6.5, mw
1998, 02, 22, 8.310, +114.950, 6.5, md
2010, 04, 30, +60.471, 177.851, 6.5, MW
1998, 06, 01, +52.876, +160.016, 6.5, mw
2000, 03, 21, +41.000, +24.000, 6.5, Mb
2000, 06, 21, +63.905, 20.742, 6.5, Mw
2000, 08, 07, 6.979, +123.425, 6.5, Mw
2000, 11, 16, 4.862, +153.226, 6.5, mb
2001, 06, 14, +51.149, 179.862, 6.5, MW
2001, 07, 05, 16.083, 73.839, 6.5, MW
2001, 09, 11, 0.624, +133.128, 6.5, MW
2001, 10, 08, +52.540, +160.296, 6.5, MW
2010, 05, 05, 4.139, +101.105, 6.5, MW
2002, 06, 13, 47.819, +99.739, 6.5, MW
2002, 06, 22, +35.589, +49.022, 6.5, MW
2002, 09, 13, +13.005, +93.105, 6.5, MW
2003, 04, 17, 54.805, +1.182, 6.5, MW
2019, 10, 31, +6.908, +125.183, 6.5, mww
2003, 11, 18, +12.106, +125.470, 6.5, MW
2003, 12, 25, +8.364, 82.817, 6.5, MW
2004, 08, 28, 34.975, 70.315, 6.5, MW
2005, 01, 19, +33.963, +141.535, 6.5, MW
2005, 04, 10, 1.687, +99.722, 6.5, MW
2005, 05, 05, +6.307, 82.658, 6.5, MW
2005, 05, 16, 32.662, 179.304, 6.5, MW
2005, 06, 15, 44.887, 80.507, 6.5, MW
2019, 11, 08, 21.969, 179.491, 6.5, Mww
2006, 03, 31, 29.684, 176.815, 6.5, MW
2006, 04, 07, 16.564, +176.999, 6.5, MW
2006, 06, 14, +51.771, +177.142, 6.5, MW
2007, 04, 04, 20.656, +169.039, 6.5, MW
2008, 02, 12, +16.431, 94.243, 6.5, MW
2008, 02, 24, 2.424, +99.923, 6.5, MW
2008, 03, 03, +46.387, +153.129, 6.5, MW
2008, 11, 20, 6.680, +117.470, 6.5, mb
2011, 01, 09, 19.274, +168.379, 6.5, MW
2009, 08, 10, 11.602, +166.228, 6.5, MW
2009, 11, 13, 19.469, 70.418, 6.5, MW
2007, 06, 24, 55.611, 2.434, 6.5, MW
2019, 09, 25, 3.460, +128.368, 6.5, Mww
2011, 01, 12, +26.967, +140.016, 6.5, MW
1981, 11, 22, +18.746, +120.857, 6.5, mw
2010, 11, 10, 45.599, +96.365, 6.5, MW
2010, 12, 20, +28.368, +59.150, 6.5, MW
1985, 03, 16, +16.981, 62.459, 6.5, mw
1985, 04, 03, +28.267, +139.547, 6.5, mw
1985, 10, 31, 28.686, 63.135, 6.5, mw
1986, 09, 12, +56.194, 153.401, 6.5, mw
1986, 09, 13, 31.763, 179.911, 6.5, mw
1986, 12, 21, 28.051, 176.760, 6.5, mw
1987, 02, 11, 15.842, +167.275, 6.5, mw
2007, 05, 06, 19.468, 179.329, 6.5, MW
2007, 05, 06, 0.470, +100.380, 6.5, Mwp
1987, 09, 28, 18.534, +168.123, 6.5, mw
1987, 10, 06, +52.951, +159.934, 6.5, mw
2019, 04, 09, 58.606, 25.256, 6.5, Mww
1989, 02, 14, 10.474, +161.379, 6.5, mw
1989, 12, 20, +8.109, +126.836, 6.5, mw
1990, 05, 02, 5.648, +150.145, 6.5, mw
2011, 02, 07, 7.093, +155.318, 6.5, MW
1992, 06, 22, 60.759, 22.050, 6.5, mw
1992, 10, 22, 30.068, 177.031, 6.5, mw
1992, 10, 24, 29.640, 177.351, 6.5, mw
1992, 11, 21, 56.619, 26.201, 6.5, mw
1992, 11, 28, 31.282, 71.975, 6.5, mw
2011, 02, 10, +4.130, +123.062, 6.5, MW
2011, 02, 10, +4.046, +123.034, 6.5, MW
2018, 10, 22, +49.314, 129.673, 6.5, Mww
2019, 04, 18, 51.056, +139.490, 6.5, Mww
1997, 04, 23, +13.932, +144.941, 6.5, mw
1994, 08, 19, 26.600, 63.382, 6.5, mw
1998, 05, 13, 5.166, +151.772, 6.5, mw
1996, 02, 18, 1.239, 14.293, 6.5, mw
2011, 02, 21, 26.044, +178.476, 6.5, MW
1996, 09, 20, +9.475, +126.323, 6.5, mw
1996, 12, 22, +43.188, +138.921, 6.5, mw
2010, 01, 10, +40.665, 124.467, 6.5, MW
1997, 05, 13, +36.482, +71.000, 6.5, mw
1997, 10, 06, +9.762, +125.804, 6.5, mw
1997, 11, 09, +13.890, 88.802, 6.5, mw
1998, 01, 27, 22.463, +179.123, 6.5, mw
1998, 02, 19, 4.507, +129.055, 6.5, mw
2011, 12, 11, +17.902, 99.930, 6.5, MW
1998, 12, 06, +1.295, +126.272, 6.5, mw
1999, 07, 19, 28.577, 177.598, 6.5, Mw
2011, 08, 20, 18.318, +168.091, 6.5, MW
1999, 09, 25, +23.817, +121.076, 6.5, Mw
1999, 11, 08, +36.524, +71.233, 6.5, Mw
2011, 07, 11, +9.528, +122.246, 6.5, MW
2000, 05, 04, 17.847, 178.491, 6.5, Mw
2000, 07, 30, +33.899, +139.375, 6.5, Mw
2014, 05, 08, +17.149, 100.811, 6.5, MW
2011, 05, 15, 6.066, +154.432, 6.5, MW
2011, 04, 18, 34.286, +179.943, 6.5, MW
2011, 03, 06, 56.386, 27.025, 6.5, MW
2011, 03, 06, 56.410, 26.680, 6.5, MW
2001, 12, 02, +39.437, +141.156, 6.5, MW
2009, 06, 14, +4.675, +126.707, 6.5, mb
2004, 07, 28, 0.520, +133.102, 6.5, MW
2011, 03, 09, +38.242, +142.873, 6.5, MW
2005, 02, 15, +4.747, +126.514, 6.5, MW
2005, 10, 29, 45.218, +96.925, 6.5, MW
2006, 04, 30, 27.232, 71.014, 6.5, MW
2007, 11, 25, 8.352, +118.337, 6.5, MW
2007, 11, 25, 8.226, +118.526, 6.5, MW
2011, 03, 11, +36.068, +141.729, 6.5, mb
2008, 01, 15, 21.987, 179.580, 6.5, MW
2008, 02, 10, 60.784, 25.594, 6.5, MW
2008, 04, 15, +51.900, 179.369, 6.5, MW
2008, 04, 24, 1.153, 23.524, 6.5, MW
2008, 05, 23, +7.359, 34.891, 6.5, MW
2008, 06, 01, 59.599, +150.049, 6.5, MW
2009, 03, 06, +80.314, 1.964, 6.5, MW
2009, 05, 16, 31.450, 178.558, 6.5, MW
2007, 01, 31, 29.901, 177.918, 6.5, MW
2011, 06, 20, 21.771, 68.383, 6.5, MW
2011, 03, 11, +36.186, +141.664, 6.5, mb
1980, 10, 10, +36.159, +1.403, 6.5, mb
2006, 09, 09, +13.537, +121.677, 6.5, MS
1981, 07, 29, 21.611, +169.665, 6.5, mw
2006, 08, 24, +51.175, +157.398, 6.5, MW
2006, 06, 11, +17.383, +121.170, 6.5, MS
1983, 03, 18, 4.889, +153.570, 6.5, mb
2011, 03, 11, +39.222, +142.532, 6.5, mb
1983, 04, 30, +41.500, +143.835, 6.5, mb
2011, 03, 11, +38.800, +142.200, 6.5, mb
2011, 03, 12, +37.590, +142.751, 6.5, MW
2005, 12, 12, +36.406, +71.103, 6.5, MW
2005, 12, 02, +38.059, +142.179, 6.5, MW
2016, 11, 13, 42.238, +173.607, 6.5, mww
1985, 05, 15, 56.720, 25.401, 6.5, mw
1985, 07, 03, 17.231, +167.832, 6.5, mw
1985, 11, 07, 35.214, 179.325, 6.5, mw
1986, 02, 03, +27.874, +139.512, 6.5, mw
1986, 03, 06, +40.369, +51.599, 6.5, mw
1986, 04, 14, 13.974, +166.776, 6.5, mw
2016, 11, 14, 42.606, +173.254, 6.5, mww
1986, 06, 24, +34.830, +140.595, 6.5, mw
1986, 12, 19, 9.995, +119.124, 6.5, mw
1987, 02, 10, 19.361, 177.518, 6.5, mw
1987, 06, 21, +54.198, 162.662, 6.5, mw
1988, 02, 20, 7.137, +127.033, 6.5, mw
1989, 07, 22, +2.306, +128.226, 6.5, mw
1989, 09, 16, +40.356, +51.575, 6.5, mw
1990, 04, 19, +1.102, +123.470, 6.5, mw
1990, 05, 08, +6.896, 82.635, 6.5, mw
1990, 05, 24, +5.359, +31.866, 6.5, mb
2016, 12, 06, +5.283, +96.168, 6.5, Mww
1990, 07, 14, +0.043, 17.382, 6.5, mw
1990, 07, 16, +15.698, +121.221, 6.5, mb
2014, 04, 11, 6.826, +155.005, 6.5, MW
1990, 10, 25, +8.325, +126.522, 6.5, mw
1991, 03, 26, +21.712, +121.775, 6.5, mw
1991, 04, 04, 6.040, 77.130, 6.5, mw
1992, 02, 06, 5.712, +103.129, 6.5, mw
1992, 10, 30, +29.954, +139.103, 6.5, mw
1993, 06, 06, +15.738, +146.561, 6.5, mw
2004, 11, 17, 20.053, 178.716, 6.5, MW
2016, 12, 08, +40.475, 126.153, 6.5, Mwb
1994, 03, 31, 21.992, 179.518, 6.5, mw
1994, 05, 11, 2.017, +99.777, 6.5, mw
2017, 01, 19, 10.343, +161.318, 6.5, mww
2016, 12, 08, 10.842, +161.314, 6.5, Mww
1994, 11, 15, 5.618, +110.259, 6.5, mw
1994, 12, 15, 37.456, +177.594, 6.5, mw
1995, 01, 01, +40.649, +143.602, 6.5, mw
1995, 04, 14, 60.774, 20.021, 6.5, mw
1995, 05, 14, 8.410, +125.106, 6.5, mw
2014, 05, 13, +7.145, 82.240, 6.5, MW
1995, 08, 16, 5.416, +153.724, 6.5, mw
1995, 08, 19, +5.184, 75.572, 6.5, mw
1996, 02, 16, 1.473, 15.302, 6.5, mw
1996, 02, 17, 0.559, +135.835, 6.5, mw
2004, 04, 05, +36.558, +71.003, 6.5, MW
2014, 04, 03, 20.749, 70.541, 6.5, MW
1997, 06, 10, 35.748, 108.096, 6.5, mw
2003, 12, 25, 22.153, +169.540, 6.5, MW
2003, 12, 21, 0.787, 20.615, 6.5, MW
1997, 08, 29, 15.166, 175.563, 6.5, mw
2003, 11, 25, 5.664, +150.951, 6.5, MW
1998, 09, 03, 29.368, 71.620, 6.5, mw
2003, 07, 15, 3.895, +152.273, 6.5, MW
2003, 06, 15, +51.557, +176.852, 6.5, MW
1999, 04, 20, 31.868, 179.020, 6.5, Mw
1999, 08, 01, 30.394, 177.834, 6.5, Mw
1999, 12, 10, 36.293, 97.369, 6.5, Mw
2000, 07, 11, +57.447, 154.409, 6.5, Mw
2000, 12, 06, 4.257, +152.731, 6.5, Mw
2000, 12, 20, 39.019, 74.732, 6.5, Mw
2002, 10, 03, +23.304, 108.496, 6.5, MW
