YEAR, MONTH, DTEMPC
1955, 05, -0.066
1955, 06, -0.060
1955, 07, -0.025
1955, 08, 0.094
1955, 09, -0.017
1955, 10, 0.041
1955, 11, -0.255
1955, 12, -0.249
1956, 01, -0.086
1956, 02, -0.409
1956, 03, -0.356
1956, 04, -0.316
1956, 05, -0.237
1956, 06, -0.207
1956, 07, -0.245
1956, 08, -0.223
1956, 09, -0.310
1956, 10, -0.224
1956, 11, -0.315
1956, 12, -0.218
1957, 01, -0.181
1957, 02, -0.124
1957, 03, -0.323
1957, 04, -0.115
1957, 05, -0.055
1957, 06, 0.067
1957, 07, 0.053
1957, 08, 0.172
1957, 09, 0.148
1957, 10, 0.014
1957, 11, 0.106
1957, 12, 0.355
1958, 01, 0.503
1958, 02, 0.300
1958, 03, 0.015
1958, 04, 0.042
1958, 05, 0.035
1958, 06, 0.040
1958, 07, 0.021
1958, 08, 0.129
1958, 09, 0.027
1958, 10, 0.080
1958, 11, 0.074
1958, 12, 0.134
1959, 01, 0.239
1959, 02, 0.125
1959, 03, 0.180
1959, 04, 0.116
1959, 05, 0.018
1959, 06, 0.119
1959, 07, 0.057
1959, 08, 0.102
1959, 09, 0.137
1959, 10, -0.064
1959, 11, -0.163
1959, 12, 0.002
1960, 01, 0.030
1960, 02, 0.335
1960, 03, -0.489
1960, 04, -0.160
1960, 05, -0.106
1960, 06, 0.110
1960, 07, 0.081
1960, 08, 0.086
1960, 09, 0.120
1960, 10, -0.001
1960, 11, -0.137
1960, 12, 0.315
1961, 01, 0.148
1961, 02, 0.301
1961, 03, 0.158
1961, 04, 0.102
1961, 05, 0.071
1961, 06, 0.127
1961, 07, 0.063
1961, 08, 0.071
1961, 09, -0.060
1961, 10, -0.088
1961, 11, 0.003
1961, 12, -0.106
1962, 01, 0.220
1962, 02, 0.317
1962, 03, 0.089
1962, 04, 0.149
1962, 05, 0.042
1962, 06, -0.140
1962, 07, 0.119
1962, 08, 0.045
1962, 09, -0.003
1962, 10, 0.089
1962, 11, 0.028
1962, 12, 0.106
1963, 01, 0.094
1963, 02, 0.445
1963, 03, -0.179
1963, 04, -0.042
1963, 05, -0.046
1963, 06, -0.031
1963, 07, 0.161
1963, 08, 0.204
1963, 09, 0.202
1963, 10, 0.465
1963, 11, 0.440
1963, 12, 0.066
1964, 01, 0.077
1964, 02, -0.120
1964, 03, -0.397
1964, 04, -0.270
1964, 05, -0.062
1964, 06, -0.065
1964, 07, -0.060
1964, 08, -0.212
1964, 09, -0.261
1964, 10, -0.246
1964, 11, -0.179
1964, 12, -0.243
1965, 01, -0.004
1965, 02, -0.407
1965, 03, -0.173
1965, 04, -0.300
1965, 05, -0.156
1965, 06, -0.171
1965, 07, -0.144
1965, 08, -0.146
1965, 09, -0.130
1965, 10, 0.074
1965, 11, -0.074
1965, 12, 0.015
1966, 01, -0.075
1966, 02, 0.009
1966, 03, 0.018
1966, 04, -0.159
1966, 05, -0.068
1966, 06, 0.058
1966, 07, 0.099
1966, 08, 0.161
1966, 09, 0.112
1966, 10, 0.059
1966, 11, -0.015
1966, 12, -0.154
1967, 01, -0.172
1967, 02, -0.256
1967, 03, 0.078
1967, 04, 0.048
1967, 05, 0.156
1967, 06, -0.008
1967, 07, 0.057
1967, 08, 0.087
1967, 09, -0.003
1967, 10, 0.277
1967, 11, 0.053
1967, 12, -0.002
1968, 01, -0.265
1968, 02, -0.128
1968, 03, 0.338
1968, 04, -0.066
1968, 05, -0.050
1968, 06, -0.030
1968, 07, -0.062
1968, 08, -0.050
1968, 09, -0.038
1968, 10, -0.012
1968, 11, -0.139
1968, 12, -0.265
1969, 01, -0.474
1969, 02, -0.482
1969, 03, -0.184
1969, 04, 0.037
1969, 05, 0.044
1969, 06, -0.067
1969, 07, 0.039
1969, 08, 0.015
1969, 09, 0.013
1969, 10, -0.024
1969, 11, 0.165
1969, 12, 0.269
1970, 01, -0.014
1970, 02, 0.191
1970, 03, -0.175
1970, 04, 0.027
1970, 05, -0.063
1970, 06, -0.021
1970, 07, -0.049
1970, 08, -0.044
1970, 09, -0.045
1970, 10, -0.161
1970, 11, -0.059
1970, 12, -0.250
1971, 01, -0.031
1971, 02, -0.343
1971, 03, -0.386
1971, 04, -0.255
1971, 05, -0.207
1971, 06, -0.216
1971, 07, -0.192
1971, 08, -0.199
1971, 09, -0.194
1971, 10, -0.180
1971, 11, 0.008
1971, 12, -0.115
1972, 01, -0.703
1972, 02, -0.560
1972, 03, -0.219
1972, 04, -0.108
1972, 05, -0.193
1972, 06, -0.087
1972, 07, -0.075
1972, 08, -0.065
1972, 09, -0.265
1972, 10, -0.078
1972, 11, -0.234
1972, 12, -0.064
1973, 01, 0.014
1973, 02, 0.355
1973, 03, 0.189
1973, 04, 0.119
1973, 05, 0.055
1973, 06, 0.067
1973, 07, -0.036
1973, 08, -0.020
1973, 09, -0.120
1973, 10, -0.134
1973, 11, -0.121
1973, 12, -0.069
1974, 01, -0.454
1974, 02, -0.476
1974, 03, -0.200
1974, 04, -0.169
1974, 05, -0.271
1974, 06, -0.211
1974, 07, -0.158
1974, 08, -0.137
1974, 09, -0.168
1974, 10, -0.290
1974, 11, -0.301
1974, 12, -0.294
1975, 01, 0.111
1975, 02, -0.020
1975, 03, 0.008
1975, 04, -0.047
1975, 05, -0.094
1975, 06, -0.144
1975, 07, -0.125
1975, 08, -0.157
1975, 09, -0.124
1975, 10, -0.235
1975, 11, -0.360
1975, 12, -0.285
1976, 01, -0.057
1976, 02, -0.331
1976, 03, -0.567
1976, 04, -0.116
1976, 05, -0.310
1976, 06, -0.272
1976, 07, -0.303
1976, 08, -0.220
1976, 09, -0.174
1976, 10, -0.493
1976, 11, -0.359
1976, 12, -0.318
1977, 01, -0.370
1977, 02, -0.015
1977, 03, 0.134
1977, 04, 0.153
1977, 05, 0.109
1977, 06, 0.158
1977, 07, 0.032
1977, 08, -0.017
1977, 09, 0.117
1977, 10, -0.085
1977, 11, 0.236
1977, 12, -0.041
1978, 01, 0.081
1978, 02, -0.046
1978, 03, 0.050
1978, 04, -0.003
1978, 05, -0.151
1978, 06, -0.173
1978, 07, -0.130
1978, 08, -0.193
1978, 09, -0.053
1978, 10, -0.041
1978, 11, 0.133
1978, 12, -0.144
1979, 01, -0.120
1979, 02, -0.292
1979, 03, -0.029
1979, 04, -0.221
1979, 05, -0.075
1979, 06, 0.039
1979, 07, 0.005
1979, 08, -0.020
1979, 09, 0.105
1979, 10, 0.133
1979, 11, 0.081
1979, 12, 0.470
1980, 01, 0.088
1980, 02, 0.203
1980, 03, -0.180
1980, 04, 0.081
1980, 05, 0.130
1980, 06, 0.113
1980, 07, 0.089
1980, 08, 0.039
1980, 09, 0.028
1980, 10, 0.017
1980, 11, 0.159
1980, 12, 0.045
1981, 01, 0.611
1981, 02, 0.425
1981, 03, 0.403
1981, 04, 0.228
1981, 05, 0.057
1981, 06, 0.178
1981, 07, 0.075
1981, 08, 0.125
1981, 09, 0.077
1981, 10, 0.096
1981, 11, 0.165
1981, 12, 0.391
1982, 01, -0.193
1982, 02, 0.045
1982, 03, -0.193
1982, 04, 0.073
1982, 05, 0.025
1982, 06, -0.066
1982, 07, -0.026
1982, 08, -0.100
1982, 09, 0.027
1982, 10, -0.046
1982, 11, -0.163
1982, 12, 0.264
1983, 01, 0.490
1983, 02, 0.236
1983, 03, 0.164
1983, 04, -0.020
1983, 05, -0.011
1983, 06, 0.058
1983, 07, 0.158
1983, 08, 0.208
1983, 09, 0.196
1983, 10, 0.079
1983, 11, 0.389
1983, 12, 0.063
1984, 01, 0.162
1984, 02, -0.098
1984, 03, 0.049
1984, 04, -0.120
1984, 05, 0.121
1984, 06, -0.056
1984, 07, 0.005
1984, 08, 0.016
1984, 09, -0.095
1984, 10, -0.100
1984, 11, -0.287
1984, 12, -0.608
1985, 01, -0.104
1985, 02, -0.418
1985, 03, -0.220
1985, 04, -0.128
1985, 05, -0.087
1985, 06, -0.086
1985, 07, -0.188
1985, 08, -0.060
1985, 09, -0.091
1985, 10, -0.055
1985, 11, -0.108
1985, 12, -0.024
1986, 01, 0.240
1986, 02, 0.091
1986, 03, 0.047
1986, 04, 0.078
1986, 05, 0.049
1986, 06, 0.056
1986, 07, -0.056
1986, 08, -0.030
1986, 09, -0.051
1986, 10, 0.011
1986, 11, -0.081
1986, 12, -0.051
1987, 01, 0.050
1987, 02, 0.408
1987, 03, -0.148
1987, 04, -0.049
1987, 05, 0.155
1987, 06, 0.077
1987, 07, 0.197
1987, 08, 0.250
1987, 09, 0.298
1987, 10, 0.141
1987, 11, 0.043
1987, 12, 0.417
1988, 01, 0.441
1988, 02, 0.184
1988, 03, 0.253
1988, 04, 0.275
1988, 05, 0.214
1988, 06, 0.285
1988, 07, 0.292
1988, 08, 0.197
1988, 09, 0.191
1988, 10, 0.139
1988, 11, 0.022
1988, 12, 0.313
1989, 01, -0.012
1989, 02, 0.241
1989, 03, 0.222
1989, 04, 0.126
1989, 05, 0.132
1989, 06, 0.142
1989, 07, 0.249
1989, 08, 0.198
1989, 09, 0.168
1989, 10, 0.209
1989, 11, 0.028
1989, 12, 0.262
1990, 01, 0.273
1990, 02, 0.412
1990, 03, 0.921
1990, 04, 0.491
1990, 05, 0.345
1990, 06, 0.370
1990, 07, 0.262
1990, 08, 0.346
1990, 09, 0.347
1990, 10, 0.422
1990, 11, 0.429
1990, 12, 0.330
1991, 01, 0.464
1991, 02, 0.452
1991, 03, 0.171
1991, 04, 0.497
1991, 05, 0.265
1991, 06, 0.404
1991, 07, 0.396
1991, 08, 0.302
1991, 09, 0.244
1991, 10, 0.253
1991, 11, 0.222
1991, 12, 0.130
1992, 01, 0.533
1992, 02, 0.458
1992, 03, 0.279
1992, 04, 0.026
1992, 05, 0.096
1992, 06, 0.021
1992, 07, -0.105
1992, 08, -0.098
1992, 09, -0.200
1992, 10, -0.122
1992, 11, -0.136
1992, 12, 0.142
1993, 01, 0.384
1993, 02, 0.437
1993, 03, 0.271
1993, 04, 0.109
1993, 05, 0.167
1993, 06, 0.166
1993, 07, 0.088
1993, 08, 0.037
1993, 09, -0.067
1993, 10, 0.062
1993, 11, -0.285
1993, 12, 0.208
1994, 01, 0.244
1994, 02, -0.103
1994, 03, 0.308
1994, 04, 0.342
1994, 05, 0.264
1994, 06, 0.323
1994, 07, 0.239
1994, 08, 0.285
1994, 09, 0.288
1994, 10, 0.495
1994, 11, 0.410
1994, 12, 0.263
1995, 01, 0.646
1995, 02, 1.002
1995, 03, 0.437
1995, 04, 0.454
1995, 05, 0.265
1995, 06, 0.450
1995, 07, 0.351
1995, 08, 0.502
1995, 09, 0.348
1995, 10, 0.497
1995, 11, 0.453
1995, 12, 0.244
1996, 01, 0.131
1996, 02, 0.395
1996, 03, 0.084
1996, 04, 0.030
1996, 05, 0.240
1996, 06, 0.229
1996, 07, 0.261
1996, 08, 0.177
1996, 09, 0.083
1996, 10, 0.071
1996, 11, 0.138
1996, 12, 0.262
1997, 01, 0.320
1997, 02, 0.478
1997, 03, 0.488
1997, 04, 0.377
1997, 05, 0.380
1997, 06, 0.488
1997, 07, 0.422
1997, 08, 0.502
1997, 09, 0.465
1997, 10, 0.631
1997, 11, 0.465
1997, 12, 0.452
1998, 01, 0.514
1998, 02, 0.960
1998, 03, 0.506
1998, 04, 0.725
1998, 05, 0.584
1998, 06, 0.649
1998, 07, 0.746
1998, 08, 0.717
1998, 09, 0.513
1998, 10, 0.502
1998, 11, 0.306
1998, 12, 0.654
1999, 01, 0.506
1999, 02, 0.923
1999, 03, 0.121
1999, 04, 0.453
1999, 05, 0.286
1999, 06, 0.272
1999, 07, 0.327
1999, 08, 0.299
1999, 09, 0.349
1999, 10, 0.398
1999, 11, 0.344
1999, 12, 0.626
2000, 01, 0.288
2000, 02, 0.710
2000, 03, 0.618
2000, 04, 0.720
2000, 05, 0.490
2000, 06, 0.330
2000, 07, 0.386
2000, 08, 0.482
2000, 09, 0.351
2000, 10, 0.233
2000, 11, 0.099
2000, 12, 0.156
2001, 01, 0.465
2001, 02, 0.334
2001, 03, 0.635
2001, 04, 0.557
2001, 05, 0.615
2001, 06, 0.465
2001, 07, 0.586
2001, 08, 0.633
2001, 09, 0.497
2001, 10, 0.550
2001, 11, 0.876
2001, 12, 0.500
2002, 01, 0.898
2002, 02, 1.070
2002, 03, 0.870
2002, 04, 0.460
2002, 05, 0.410
2002, 06, 0.584
2002, 07, 0.587
2002, 08, 0.476
2002, 09, 0.522
2002, 10, 0.395
2002, 11, 0.593
2002, 12, 0.266
2003, 01, 0.779
2003, 02, 0.464
2003, 03, 0.479
2003, 04, 0.493
2003, 05, 0.599
2003, 06, 0.477
2003, 07, 0.585
2003, 08, 0.768
2003, 09, 0.730
2003, 10, 0.885
2003, 11, 0.574
2003, 12, 0.884
2004, 01, 0.659
2004, 02, 0.879
2004, 03, 0.739
2004, 04, 0.589
2004, 05, 0.425
2004, 06, 0.414
2004, 07, 0.500
2004, 08, 0.524
2004, 09, 0.598
2004, 10, 0.606
2004, 11, 0.910
2004, 12, 0.426
2005, 01, 0.738
2005, 02, 0.429
2005, 03, 0.678
2005, 04, 0.794
2005, 05, 0.683
2005, 06, 0.718
2005, 07, 0.727
2005, 08, 0.662
2005, 09, 0.841
2005, 10, 0.842
2005, 11, 0.930
2005, 12, 0.640
2006, 01, 0.382
2006, 02, 0.714
2006, 03, 0.572
2006, 04, 0.492
2006, 05, 0.571
2006, 06, 0.731
2006, 07, 0.595
2006, 08, 0.702
2006, 09, 0.710
2006, 10, 0.821
2006, 11, 0.769
2006, 12, 1.049
2007, 01, 1.289
2007, 02, 0.743
2007, 03, 0.726
2007, 04, 0.837
2007, 05, 0.613
2007, 06, 0.567
2007, 07, 0.593
2007, 08, 0.677
2007, 09, 0.581
2007, 10, 0.678
2007, 11, 0.618
2007, 12, 0.634
2008, 01, 0.186
2008, 02, 0.376
2008, 03, 0.961
2008, 04, 0.519
2008, 05, 0.490
2008, 06, 0.553
2008, 07, 0.582
2008, 08, 0.568
2008, 09, 0.509
2008, 10, 0.758
2008, 11, 0.806
2008, 12, 0.523
2009, 01, 0.626
2009, 02, 0.598
2009, 03, 0.460
2009, 04, 0.596
2009, 05, 0.464
2009, 06, 0.631
2009, 07, 0.645
2009, 08, 0.650
2009, 09, 0.761
2009, 10, 0.660
2009, 11, 0.591
2009, 12, 0.462
2010, 01, 0.634
2010, 02, 0.672
2010, 03, 0.825
2010, 04, 0.849
2010, 05, 0.738
2010, 06, 0.776
2010, 07, 0.854
2010, 08, 0.794
2010, 09, 0.602
2010, 10, 0.723
2010, 11, 0.987
2010, 12, 0.421
2011, 01, 0.337
2011, 02, 0.365
2011, 03, 0.521
2011, 04, 0.676
2011, 05, 0.528
2011, 06, 0.654
2011, 07, 0.659
2011, 08, 0.663
2011, 09, 0.631
2011, 10, 0.725
2011, 11, 0.458
2011, 12, 0.669
2012, 01, 0.456
2012, 02, 0.344
2012, 03, 0.452
2012, 04, 0.844
2012, 05, 0.817
2012, 06, 0.796
2012, 07, 0.766
2012, 08, 0.701
2012, 09, 0.747
2012, 10, 0.689
2012, 11, 0.699
2012, 12, 0.227
2013, 01, 0.584
2013, 02, 0.691
2013, 03, 0.529
2013, 04, 0.523
2013, 05, 0.680
2013, 06, 0.679
2013, 07, 0.660
2013, 08, 0.729
2013, 09, 0.667
2013, 10, 0.692
2013, 11, 0.960
2013, 12, 0.704
2014, 01, 0.716
2014, 02, 0.413
2014, 03, 0.842
2014, 04, 0.873
2014, 05, 0.753
2014, 06, 0.814
2014, 07, 0.779
2014, 08, 0.940
2014, 09, 0.831
2014, 10, 0.815
2014, 11, 0.633
2014, 12, 0.935
2015, 01, 1.030
2015, 02, 1.009
2015, 03, 0.986
2015, 04, 0.871
2015, 05, 0.929
2015, 06, 0.966
2015, 07, 0.856
2015, 08, 0.978
2015, 09, 1.099
2015, 10, 1.087
2015, 11, 1.133
2015, 12, 1.433
2016, 01, 1.186
2016, 02, 1.572
2016, 03, 1.436
2016, 04, 1.191
2016, 05, 0.935
2016, 06, 1.038
2016, 07, 0.975
2016, 08, 1.061
2016, 09, 1.066
2016, 10, 0.784
2016, 11, 0.693
2016, 12, 0.842
2017, 01, 1.029
2017, 02, 1.146
2017, 03, 1.165
2017, 04, 0.963
2017, 05, 0.768
2017, 06, 0.853
2017, 07, 0.862
2017, 08, 0.940
2017, 09, 0.808
2017, 10, 0.779
2017, 11, 0.849
2017, 12, 0.918
2018, 01, 0.767
2018, 02, 0.778
2018, 03, 0.864
2018, 04, 0.752
2018, 05, 0.766
2018, 06, 0.824
2018, 07, 0.791
2018, 08, 0.773
2018, 09, 0.792
2018, 10, 0.911
2018, 11, 0.690
2018, 12, 0.778
2019, 01, 0.933
2019, 02, 0.824
2019, 03, 1.137
2019, 04, 0.948
2019, 05, 0.733
2019, 06, 0.969
2019, 07, 0.951
2019, 08, 1.026
2019, 09, 1.087
2019, 10, 1.039
2019, 11, 0.866
2019, 12, 1.155
2020, 01, 1.429
2020, 02, 1.507
2020, 03, 1.387
2020, 04, 1.047
2020, 05, 1.010
2020, 06, 0.962
2020, 07, 1.035
2020, 08, 1.051
2020, 09, 1.049
2020, 10, 0.947
2020, 11, 1.149
2020, 12, 0.851
2021, 01, 0.808
2021, 02, 0.736
2021, 03, 0.934
2021, 04, 0.843
2021, 05, 0.883
2021, 06, 1.003
